t,flows,fwd_pkts,bwd_pkts,syn_flags,ack_flags,oneway_flows,label,one_way_ratio,fb_ratio,volume_raw,asym_raw,volume_z,asym_z,volume_alert,asym_alert
1697,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1698,34.00000000,68.00000000,36.00000000,0.00000000,0.00000000,18.00000000,0,0.52941176,1.86486486,34.00000000,54.73110144,6.74490759,10.18846302,0,1
1699,14.00000000,250.00000000,362.00000000,2.00000000,4.00000000,6.00000000,0,0.42857143,0.69146006,14.00000000,10.51184188,2.24830253,1.27989018,0,0
1700,6.00000000,12.00000000,8.00000000,0.00000000,0.00000000,4.00000000,0,0.66666667,1.44444444,6.00000000,8.93817876,0.44966051,0.96285429,0,0
1701,4.00000000,8.00000000,0.00000000,0.00000000,0.00000000,4.00000000,0,1.00000000,9.00000000,4.00000000,18.42068074,0.00000000,2.87323362,0,0
1702,8.00000000,16.00000000,8.00000000,0.00000000,0.00000000,4.00000000,0,0.50000000,1.88888889,8.00000000,12.73046353,0.89932101,1.72686177,0,0
1703,8.00000000,48.00000000,28.00000000,0.00000000,2.00000000,6.00000000,0,0.75000000,1.68965517,8.00000000,13.85178195,0.89932101,1.95276665,0,0
1704,16.00000000,30.00000000,24.00000000,0.00000000,0.00000000,2.00000000,0,0.12500000,1.24000000,16.00000000,14.51656559,2.69796304,2.08669638,0,0
1705,8.00000000,18.00000000,12.00000000,0.00000000,2.00000000,2.00000000,1,0.25000000,1.46153846,8.00000000,9.00786545,0.89932101,0.97689362,0,0
1706,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1,0.00000000,1.80000000,2.00000000,2.05923883,-0.44966051,-0.42300197,0,0
1707,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1708,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1709,4.00000000,4.00000000,6.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.71428571,4.00000000,2.15598600,0.00000000,-0.40351093,0,0
1710,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1711,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1712,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1713,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1714,8.00000000,22.00000000,14.00000000,0.00000000,0.00000000,4.00000000,0,0.50000000,1.53333333,8.00000000,11.15443150,0.89932101,1.40934862,0,0
1715,2.00000000,2.00000000,4.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.60000000,2.00000000,0.94000726,-0.44966051,-0.64848643,0,0
1716,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1717,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1718,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1719,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1720,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1721,2.00000000,12.00000000,0.00000000,0.00000000,2.00000000,2.00000000,0,1.00000000,13.00000000,2.00000000,10.55622932,-0.44966051,1.28883264,0,0
1722,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1723,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1724,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1725,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1,0.00000000,1.80000000,2.00000000,2.05923883,-0.44966051,-0.42300197,0,0
1726,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1727,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1728,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1729,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1730,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1,0.00000000,1.80000000,2.00000000,2.05923883,-0.44966051,-0.42300197,0,0
1731,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1732,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1733,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1734,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1735,6.00000000,6.00000000,12.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.53846154,6.00000000,2.58469750,0.44966051,-0.31714115,0,0
1736,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1737,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1738,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1739,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1740,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1741,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1742,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1743,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1744,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1745,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1746,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1,0.00000000,1.80000000,2.00000000,2.05923883,-0.44966051,-0.42300197,0,0
1747,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1748,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1,0.00000000,1.80000000,2.00000000,2.05923883,-0.44966051,-0.42300197,0,0
1749,6.00000000,216.00000000,176.00000000,0.00000000,6.00000000,0.00000000,0,0.00000000,1.22598870,6.00000000,4.80120706,0.44966051,0.12940492,0,0
1750,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1751,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1752,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1753,12.00000000,186.00000000,148.00000000,0.00000000,6.00000000,6.00000000,0,0.50000000,1.25503356,12.00000000,14.63696737,1.79864203,2.11095296,0,0
1754,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1755,14.00000000,20.00000000,16.00000000,0.00000000,0.00000000,4.00000000,0,0.28571429,1.23529412,14.00000000,14.47871068,2.24830253,2.07907000,0,0
1756,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1758,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1759,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1760,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1761,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1762,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1763,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1764,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1765,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1766,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1767,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1768,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1769,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1770,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1771,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1772,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1773,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1774,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1775,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1776,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1777,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1778,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1779,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1780,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1781,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1782,2.00000000,60.00000000,50.00000000,0.00000000,2.00000000,0.00000000,0,0.00000000,1.19607843,2.00000000,1.57334648,-0.44966051,-0.52089161,0,0
1783,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1784,4.00000000,8.00000000,4.00000000,2.00000000,2.00000000,2.00000000,1,0.50000000,1.80000000,4.00000000,6.17771650,0.00000000,0.40672152,0,0
1785,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1786,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1787,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1788,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1789,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1790,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1791,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1792,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1793,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1794,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1795,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1796,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1797,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1798,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1801,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1802,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1803,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1804,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1805,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1806,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1807,4.00000000,12.00000000,8.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.44444444,4.00000000,3.57527150,0.00000000,-0.11757651,0,0
1808,28.00000000,44.00000000,38.00000000,0.00000000,2.00000000,4.00000000,1,0.14285714,1.15384615,28.00000000,24.55216489,5.39592608,4.10850471,0,0
1809,24.00000000,122.00000000,96.00000000,0.00000000,2.00000000,14.00000000,1,0.58333333,1.26804124,24.00000000,31.11882958,4.49660506,5.43144886,0,0
1810,56.00000000,92.00000000,68.00000000,0.00000000,2.00000000,16.00000000,1,0.28571429,1.34782609,56.00000000,61.45126781,11.69117316,11.54233217,1,1
1811,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1812,4.00000000,32.00000000,8.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,3.66666667,4.00000000,6.16178016,0.00000000,0.40351093,0,0
1813,4.00000000,68.00000000,60.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.13114754,4.00000000,3.02664235,0.00000000,-0.22810534,0,0
1814,4.00000000,32.00000000,8.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,3.66666667,4.00000000,6.16178016,0.00000000,0.40351093,0,0
1815,4.00000000,8.00000000,8.00000000,0.00000000,4.00000000,0.00000000,1,0.00000000,1.00000000,4.00000000,2.77258872,0.00000000,-0.27928790,0,0
1816,6.00000000,48.00000000,12.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,3.76923077,6.00000000,9.37311017,0.44966051,1.05047715,0,0
1817,2.00000000,16.00000000,4.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,3.40000000,2.00000000,2.96320908,-0.44966051,-0.24088483,0,0
1818,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1819,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1820,4.00000000,4.00000000,6.00000000,0.00000000,0.00000000,0.00000000,1,0.00000000,0.71428571,4.00000000,2.15598600,0.00000000,-0.40351093,0,0
1821,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1822,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1823,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1824,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1825,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1826,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1827,16.00000000,40.00000000,0.00000000,0.00000000,0.00000000,16.00000000,0,1.00000000,41.00000000,16.00000000,119.60542779,2.69796304,23.25828072,0,1
1828,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1829,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1,0.00000000,1.80000000,2.00000000,2.05923883,-0.44966051,-0.42300197,0,0
1830,2.00000000,64.00000000,60.00000000,0.00000000,2.00000000,0.00000000,0,0.00000000,1.06557377,2.00000000,1.45081609,-0.44966051,-0.54557703,0,0
1831,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1832,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1833,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1834,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1835,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1836,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1837,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1838,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
1839,2.00000000,28.00000000,0.00000000,0.00000000,2.00000000,2.00000000,0,1.00000000,29.00000000,2.00000000,13.60478953,-0.44966051,1.90300666,0,0
